0;ich;15498001.0;1;noun;neutral
1;Uhr;12978947.210816;1;noun;female
2;unter;11107110.3472894;1;adverb;
3;werden;9667735.7481392;1;verb;
4;Jahr;8802712.0;1;noun;neutral
5;Prozent;6697161.0;1;noun;neutral
6;Euro;6247417.0;1;noun;male
7;Zeit;5784345.29725111;1;noun;female
8;Kategorie;5561747.0;1;noun;female
9;sondern;5077344.14286557;1;other;
10;Stadt;4725726.0;1;noun;female
11;gut;4611742.77477626;1;adjective;
12;Ende;4566654.35404907;1;noun;neutral
13;Deutschland;4509643.06554271;1;noun;neutral
14;sein;4285806.53298996;1;verb;
15;rund;4108095.58459065;1;adjective;
16;Berlin;3831930.0;1;noun;neutral
17;erst;3755484.0;1;adverb;
18;Frau;3592767.0;1;noun;female
19;sollen;3337330.61166666;1;verb;
20;haben;3273583.2709988;1;verb;
21;Leben;3187327.65942914;1;noun;neutral
22;Platz;3109138.68882708;1;noun;male
23;können;3088993.28853595;1;verb;
24;Artikel;3075366.0;1;noun;male
25;Land;2871998.0;1;noun;neutral
26;Geschichte;2860707.14142373;1;noun;female
27;Welt;2804048.0;1;noun;female
28;Samstag;2765285.0;1;noun;male
29;Seite;2746293.02117674;1;noun;female
30;Teil;2701681.13852222;1;noun;neutral
31;wohl;2694834.804212;1;adverb;
32;Frage;2614747.46406091;1;noun;female
33;Arbeit;2527721.0;1;noun;female
34;Tag;2523743.97280829;1;noun;male
35;dies;2523560.23828092;1;adjective;
36;September;2502820.0;1;noun;male
37;Juni;2441840.0;1;noun;male
38;Thema;2401206.0;1;noun;neutral
39;Unternehmen;2377883.23777087;1;noun;neutral
40;Peter;2346911.0;1;noun;male
41;Oktober;2322386.0;1;noun;male
42;Fall;2319344.0;1;noun;male
43;einfach;2287274.0;1;adjective;neutral
44;April;2244183.0;1;noun;male
45;Beispiel;2217047.0;1;noun;neutral
46;November;2204738.0;1;noun;male
47;Weg;2203026.40613599;1;noun;male
48;Gemeinde;2197792.55513092;1;noun;female
49;Geld;2177347.0;1;noun;neutral
50;Juli;2170809.0;1;noun;male
51;Spiel;2167274.7537382;1;noun;neutral
52;Januar;2140433.0;1;noun;male
53;Herr;2125418.0;1;noun;male
54;Woche;2101525.0;1;noun;female
55;Mal;2088375.39511446;1;noun;neutral
56;Dezember;2053353.0;1;noun;male
57;Michael;2045518.0;1;noun;male
58;Regierung;1991318.0;1;noun;female
59;möglich;1952888.0;1;adjective;neutral
60;München;1919296.30415489;1;noun;neutral
61;deutlich;1915592.0;1;adjective;neutral
62;Februar;1896538.0;1;noun;male
63;Präsident;1880574.3217812;1;noun;male
64;Haus;1865602.48919236;1;noun;neutral
65;Mittwoch;1858144.0;1;noun;male
66;Familie;1844390.0;1;noun;female
67;Montag;1830442.0;1;noun;male
68;Donnerstag;1825291.0;1;noun;male
69;Kirche;1765112.0;1;noun;female
70;Bild;1760864.0;1;noun;neutral
71;Straße;1755177.0;1;noun;female
72;Ort;1754382.46520926;1;noun;male
73;Anfang;1748069.0;1;noun;male
74;Ziel;1731474.0;1;noun;neutral
75;natürlich;1729603.33875293;1;adjective;
76;Dienstag;1690947.0;1;noun;male
77;Art;1680630.48538291;1;noun;female
78;Grund;1638840.0;1;noun;male
79;eigentlich;1635298.0;1;adverb;
80;Trainer;1631483.0;1;noun;male
81;klar;1623014.13203059;1;adjective;
82;Saison;1619823.0;1;noun;female
83;Mannschaft;1617112.05676802;1;noun;female
84;wirklich;1599172.0;1;adjective;neutral
85;sicher;1580254.06752061;1;adjective;
86;Meter;1562962.0;1;noun;male
87;neu;1560303.0;1;adjective;
88;hinter;1557180.85952653;1;adverb;
89;weit;1557111.16976569;1;adjective;
90;Region;1547068.0;1;noun;female
91;genau;1530933.0;1;adverb;
92;Gruppe;1495857.0;1;noun;female
93;lang;1483858.64739667;1;adjective;
94;Programm;1482680.0;1;noun;neutral
95;Film;1481822.05547726;1;noun;male
96;Leute;1481041.90142797;1;noun;neutral
97;Erfolg;1477535.0;1;noun;male
98;kurz;1475106.45601351;1;adjective;neutral
99;Schule;1471614.4438808;1;noun;female
100;Team;1469120.0;1;noun;neutral
101;Entwicklung;1462215.0;1;noun;female
102;kommen;1453068.99300541;1;verb;
103;Bereich;1439060.0;1;noun;male
104;Wien;1436404.0;1;noun;neutral
105;Beifall;1434842.0;1;noun;male
106;Bürgermeister;1429321.27137321;1;noun;male
107;Titel;1428717.0;1;noun;male
108;Europa;1427231.0;1;noun;neutral
109;Wolfgang;1421652.14049578;1;noun;male
110;schnell;1420975.58486789;1;adjective;
111;Partei;1388555.0;1;noun;female
112;Band;1388542.7828214;1;noun;neutral
113;eben;1388388.61143162;1;adverb;
114;Mitarbeiter;1386310.0;1;noun;male
115;Schweizer;1380823.0;1;noun;male
116;richtig;1377778.24026246;1;adjective;
117;stark;1374389.0;1;adjective;neutral
118;Martin;1357822.0;1;noun;male
119;Verein;1352294.0;1;noun;male
120;Beginn;1350519.0;1;noun;neutral
121;Österreich;1338816.0;1;noun;neutral
122;Zahl;1332299.0;1;noun;female
123;sieben;1325596.22946277;1;other;
124;Sieg;1309194.0;1;noun;male
125;Einsatz;1303835.0;1;noun;male
126;Diskussion;1301396.0;1;noun;female
127;knapp;1291978.65828465;1;adjective;
128;gemeinsam;1286409.0;1;adjective;
129;Rolle;1284918.62337399;1;noun;female
130;Jahrhundert;1275033.35682797;1;noun;neutral
131;Rahmen;1269712.27988801;1;noun;male
132;Gesellschaft;1267737.68241908;1;noun;female
133;Mitte;1266905.84158369;1;noun;female
134;Christian;1255776.0;1;noun;male
135;Wort;1243161.0;1;noun;neutral
136;Hilfe;1240484.0;1;noun;female
137;Blick;1231728.0;1;noun;male
138;Foto;1231151.0;1;noun;neutral
139;Zeitung;1224167.07916225;1;noun;female
140;Höhe;1219149.0;1;noun;female
141;Problem;1213193.0;1;noun;neutral
142;Richtung;1194802.0;1;noun;female
143;Entscheidung;1194319.0;1;noun;female
144;Spieler;1193463.0;1;noun;male
145;Buch;1193004.0;1;noun;neutral
146;Hamburg;1183072.0;1;noun;neutral
147;Kritik;1175960.0;1;noun;female
148;Bürger;1173461.0;1;noun;male
149;Mutter;1170448.0;1;noun;female
150;Projekt;1170229.39422798;1;noun;neutral
151;Lage;1169002.0;1;noun;female
152;Wasser;1155247.0;1;noun;neutral
153;Wirtschaft;1154806.10933039;1;noun;female
154;Abend;1150436.11130214;1;noun;male
155;Vater;1148737.0;1;noun;male
156;Nacht;1128701.22123695;1;noun;female
157;Universität;1128646.0;1;noun;female
158;müssen;1125145.69632461;1;verb;
159;Verfügung;1123000.0;1;noun;female
160;Stelle;1122645.42534798;1;noun;female
161;bekannt;1118535.95402538;1;adjective;
162;Ergebnis;1118182.0;1;noun;neutral
163;Politiker;1117260.0;1;noun;male
164;erneut;1111998.10200599;1;adverb;neutral
165;Telefon;1110476.0;1;noun;neutral
166;wer;1106569.0;1;other;
167;Frankreich;1105336.07162457;1;noun;neutral
168;Wahl;1095542.0;1;noun;female
169;Karl;1095042.0;1;other;male
170;recht;1093634.77337236;1;noun;neutral
171;Kreis;1093083.0;1;noun;male
172;Besucher;1090821.0;1;noun;male
173;Sohn;1080933.0;1;noun;male
174;Kunst;1077041.0;1;noun;female
175;völlig;1074709.0;1;adjective;neutral
176;Bevölkerung;1056376.0;1;noun;female
177;Tod;1054355.68255104;1;noun;male
178;leicht;1053342.55876195;1;adjective;
179;Amt;1052920.35145598;1;noun;neutral
180;Mitglied;1049819.0;1;noun;neutral
181;Situation;1043349.0;1;noun;female
182;Müller;1035668.75290855;1;noun;male
183;Ausstellung;1032141.0;1;noun;female
184;Kilometer;1026933.0;1;noun;male
185;Folge;1022915.6609887;1;noun;female
186;wichtig;1022155.0;1;adjective;
187;während;1011396.83459483;1;adverb;
188;Recht;1009745.36551009;1;noun;neutral
189;AG;1009701.01373801;1;noun;female
190;Mädchen;1009430.64489565;1;noun;neutral
191;Sache;1006293.0;1;noun;female
192;Chance;999550.0;1;noun;female
193;Dollar;998383.0;1;noun;male
194;Markt;998316.372999067;1;noun;male
195;Firma;997932.0;1;noun;female
196;Meinung;993163.0;1;noun;female
197;Raum;991438.0;1;noun;male
198;Möglichkeit;982960.0;1;noun;female
199;Bank;982860.0;1;noun;
200;Liste;970558.571516824;1;noun;female
201;Preis;970129.778613026;1;noun;male
202;Autor;968808.0;1;noun;male
203;York;968363.0;1;noun;
204;Stück;967690.0;1;noun;neutral
205;Bayern;964021.83391557;1;noun;neutral
206;Bedeutung;957329.0;1;noun;female
207;künftig;954965.0;1;adjective;neutral
208;Unterstützung;953890.0;1;noun;female
209;Kind;953740.0;1;noun;neutral
210;Punkt;942969.170879266;1;noun;male
211;meist;938417.0;1;adjective;neutral
212;Antrag;937145.0;1;noun;male
213;Verlag;931552.160890304;1;noun;male
214;alle;929881.156801883;1;adjective;
215;Publikum;929080.0;1;noun;neutral
216;direkt;929060.0;1;adjective;neutral
217;Bau;928743.037746015;1;noun;male
218;tatsächlich;920715.0;1;adverb;
219;Paul;920373.0;1;noun;male
220;Hälfte;920364.350065985;1;noun;female
221;Kopf;916610.306119001;1;noun;male
222;Jürgen;909759.44435903;1;noun;male
223;Interesse;909324.0;1;noun;neutral
224;Geburtstag;909159.0;1;noun;male
225;Führung;908760.0;1;noun;female
226;Auto;908480.0;1;noun;neutral
227;Werk;905781.0;1;noun;neutral
228;Friedrich;898245.0;1;noun;male
229;Beitrag;896608.0;1;noun;male
230;Werner;892769.0;1;noun;male
231;Opfer;890092.0;1;noun;neutral
232;London;888505.0;1;noun;neutral
233;Zusammenarbeit;875551.0;1;noun;female
234;Bühne;874486.0;1;noun;female
235;Walter;874073.0;1;noun;male
236;Krieg;871691.297655968;1;noun;male
237;Sicherheit;869630.0;1;noun;female
238;gehen;865523.787857375;1;verb;
239;Stefan;861136.0;1;noun;male
240;Angebot;857812.0;1;noun;neutral
241;Bericht;857111.37444776;1;noun;male
242;mein;856207.813109771;1;adjective;
243;Name;848278.0;1;noun;male
244;Johann;847602.0;1;noun;male
245;endlich;847227.012654112;1;adverb;
246;jemand;846856.0;1;noun;neutral
247;Kampf;846128.0;1;noun;male
248;Druck;845821.0;1;noun;male
249;Alter;843536.571055655;1;noun;neutral
250;Tochter;839816.0;1;noun;female
251;Zürich;839397.0;1;noun;
252;groß;838817.917394784;1;adjective;
253;Satz;838086.0;1;noun;male
254;Nürnberg;837194.0;1;noun;neutral
255;Minute;828774.520888002;1;noun;female
256;Robert;822972.152229614;1;noun;male
257;Aufgabe;820633.0;1;noun;female
258;finden;817817.31433493;1;verb;
259;Sprache;817039.0;1;noun;female
260;Gespräch;815130.0;1;noun;neutral
261;Gericht;813432.64272106;1;noun;neutral
262;Vergleich;812940.0;1;noun;male
263;offen;812271.920969251;1;adjective;neutral
264;Josef;811774.0;1;other;male
265;Tor;807961.930299117;1;noun;neutral
266;Staat;805677.0;1;noun;male
267;Gebäude;805100.0;1;noun;neutral
268;Reihe;803879.814036973;1;noun;female
269;Gerhard;803681.0;1;noun;male
270;Leiter;803075.0;1;noun;female
271;Köln;794798.0;1;noun;neutral
272;Kultur;794411.0;1;noun;female
273;Stuttgart;793751.379546156;1;noun;neutral
274;Zusammenhang;790392.0;1;noun;male
275;Museum;789563.0;1;noun;neutral
276;Kraft;789423.122050251;1;noun;female
277;Idee;785273.0;1;noun;female
278;China;783489.0;1;noun;neutral
279;Künstler;781634.0;1;noun;neutral
280;lassen;778617.406752258;1;verb;
281;Runde;778139.244756175;1;noun;female
282;führen;777967.78696856;1;verb;
283;Italien;774618.435903057;1;noun;neutral
284;Theater;774348.0;1;noun;neutral
285;Frank;769176.276561092;1;noun;male
286;Begriff;767836.258626978;1;noun;male
287;schön;767333.782359365;1;adjective;
288;Liebe;765729.524753202;1;noun;female
289;Redaktion;765087.0;1;noun;female
290;John;763756.0;1;noun;male
291;Wert;762509.20080199;1;noun;male
292;Start;759629.207408217;1;noun;male
293;niemand;758934.0;1;noun;male
294;Mehrheit;758312.0;1;noun;female
295;Zuschauer;753535.0;1;noun;neutral
296;Gesetz;753098.0;1;noun;neutral
297;Lösung;751606.0;1;noun;female
298;Schritt;746732.036388995;1;noun;male
299;Rede;745492.464130019;1;noun;female
300;Glück;742417.0;1;noun;neutral
301;Stunde;741075.472051997;1;noun;female
302;Gegner;738595.0;1;noun;male
303;Bund;737816.0;1;noun;male
304;Veröffentlichung;733566.0;1;noun;female
305;Veranstaltung;733351.0;1;noun;female
306;Schmidt;724538.0;1;noun;male
307;Herbst;719289.993365032;1;noun;male
308;Sprecher;718791.0;1;noun;male
309;Boden;717246.856077003;1;noun;male
310;Teilnehmer;713612.0;1;noun;male
311;Angst;712347.0;1;noun;female
312;Georg;712220.0;1;noun;male
313;Partie;712184.0;1;noun;female
314;voll;711059.301753397;1;adjective;
315;Ausbildung;708794.0;1;noun;female
316;Chef;708682.0;1;noun;male
317;machen;705896.516226424;1;verb;
318;Jugendliche;705672.921799867;1;noun;neutral
319;Vertreter;704326.0;1;noun;male
320;Leistung;701228.0;1;noun;female
321;erfolgreich;701137.0;1;adjective;neutral
322;Helmut;699540.0;1;other;male
323;Meister;693243.263283895;1;noun;male
324;Linie;692868.0;1;noun;female
325;Betrieb;690248.736629983;1;noun;male
326;Person;685717.0;1;noun;female
327;Wilhelm;683464.0;1;noun;male
328;Besuch;682209.0;1;noun;male
329;Feuerwehr;680052.0;1;noun;female
330;Verfahren;673383.368342023;1;noun;neutral
331;Stand;673036.30248203;1;noun;male
332;Heinrich;670551.977597131;1;noun;male
333;zufrieden;669948.200661827;1;adjective;
334;Leitung;669906.0;1;noun;female
335;Sport;669430.441854544;1;noun;neutral
336;Mensch;668566.0;1;noun;male
337;Alexander;663997.0;1;noun;male
338;Mittel;663774.221699011;1;noun;neutral
339;Bahn;662612.0;1;noun;female
340;Dieter;660236.0;1;noun;male
341;Gefahr;655640.0;1;noun;female
342;Text;653316.0;1;noun;male
343;Vorsitzende;652726.581379069;1;noun;neutral
344;Hannover;652673.0;1;noun;neutral
345;gleichzeitig;652592.0;1;adverb;
346;David;651628.0;1;noun;male
347;tätig;651355.256788867;1;adjective;
348;Sinn;650560.0;1;noun;male
349;Parlament;650256.466222998;1;noun;neutral
350;Fehler;648002.0;1;noun;male
351;Gebiet;647616.311329005;1;noun;neutral
352;Vertrag;646848.0;1;noun;male
353;GmbH;645607.0;1;noun;neutral
354;Sitzung;645434.0;1;noun;female
355;Aktion;644284.0;1;noun;female
356;falsch;643431.30684643;1;adjective;
357;Rang;642236.867288152;1;noun;male
358;Mannheim;641156.351692385;1;noun;neutral
359;Fischer;640799.5144045;1;noun;male
360;wissen;639931.883142729;1;verb;
361;Hintergrund;638499.0;1;noun;male
362;Roman;638270.0;1;noun;male
363;häufig;634786.0;1;adjective;neutral
364;Lehrer;631775.0;1;noun;male
365;Vergangenheit;629619.0;1;noun;female
366;Antwort;628191.160912294;1;noun;female
367;Bonn;628041.0;1;noun;neutral
368;Karriere;627991.0;1;noun;female
369;wollen;625885.534222431;1;verb;
370;Konzert;625204.861389971;1;noun;neutral
371;Quelle;622807.742555453;1;noun;female
372;Motto;622678.0;1;noun;neutral
373;Konzept;622317.725517021;1;noun;neutral
374;Osten;621321.814709998;1;noun;male
375;Christoph;620864.0;1;noun;male
376;Monat;620858.0;1;noun;male
377;entfernt;620449.093460228;1;adjective;neutral
378;Dorf;619630.0;1;noun;neutral
379;Manfred;619336.0;1;noun;male
380;Licht;618080.475104987;1;noun;neutral
381;Minister;617695.587043996;1;noun;male
382;Otto;617003.0;1;noun;male
383;Streit;615045.0;1;noun;male
384;Rennen;614940.219749013;1;verb;
385;weltweit;613173.0;1;adjective;
386;Gewalt;610715.440477074;1;noun;female
387;Täter;610646.0;1;noun;male
388;sehen;609844.865920078;1;verb;
389;System;609707.0;1;noun;neutral
390;Luft;608961.425134007;1;noun;female
391;Vorstand;607209.758484052;1;noun;male
392;Koalition;606546.0;1;noun;female
393;Daniel;603765.0;1;noun;male
394;Öffentlichkeit;603520.0;1;noun;female
395;Urteil;603017.0;1;noun;neutral
396;Abschnitt;597015.955626036;1;noun;male
397;Treffen;595497.270478875;1;noun;neutral
398;Freude;594849.0;1;noun;female
399;stellen;594609.058185689;1;verb;
400;schlecht;594583.688207613;1;adjective;neutral
401;Hermann;586797.0;1;noun;male
402;Einwohner;585874.0;1;noun;male
403;selten;585553.0;1;adjective;
404;Winter;585274.0;1;noun;male
405;Bildung;585038.0;1;noun;female
406;Bremen;584367.700520335;1;noun;neutral
407;Nummer;583982.0;1;noun;female
408;Strecke;583419.170900016;1;noun;female
409;Zentrum;582642.0;1;noun;neutral
410;Datei;581949.0;1;noun;female
411;Verantwortung;581644.0;1;noun;female
412;alt;580924.0;1;adjective;
413;Tat;579278.419239004;1;noun;female
414;Liga;578367.0;1;noun;female
415;Fraktion;575587.0;1;noun;female
416;Insel;573609.0;1;noun;female
417;Anteil;570143.032259996;1;noun;male
418;Professor;569234.0;1;noun;male
419;Polen;568638.220760186;1;noun;neutral
420;geben;567497.291314846;1;verb;
421;Zeichen;566989.56309799;1;noun;neutral
422;Gott;566465.0;1;noun;male
423;Spaß;566373.0;1;noun;male
424;Macht;566265.049608042;1;noun;female
425;Ausland;565834.0;1;noun;neutral
426;Auftrag;564056.0;1;noun;male
427;Pause;563938.626164996;1;noun;female
428;Richard;563208.0;1;noun;male
429;Organisation;562634.0;1;noun;female
430;täglich;562558.0;1;adjective;
431;Hauptstadt;560719.0;1;noun;female
432;Serie;560461.0;1;noun;female
433;stehen;559624.592298005;1;verb;
434;Verwaltung;559043.0;1;noun;female
435;Rat;558804.093218983;1;noun;male
436;Spitze;557546.102616168;1;noun;female
437;Jan;554354.566577953;1;noun;male
438;Grad;553693.0;1;noun;male
439;Qualität;551718.0;1;noun;female
440;spielen;551435.43445664;1;verb;
441;notwendig;549303.0;1;adjective;
442;Niederlage;548295.0;1;noun;female
443;Schauspieler;548276.0;1;noun;male
444;Engagement;548254.417058985;1;noun;neutral
445;Menge;547434.264796997;1;noun;female
446;Vorjahr;547379.0;1;noun;neutral
447;jährlich;545667.0;1;adjective;
448;Eindruck;543578.0;1;noun;male
449;Position;542764.0;1;noun;female
450;vermutlich;542103.0;1;adverb;
451;Moment;540958.53148198;1;noun;male
452;Hoffnung;539744.0;1;noun;female
453;verhindern;539107.291592894;1;verb;
454;zeigen;538668.620795325;1;verb;
455;Verkehr;538219.0;1;noun;male
456;Wohnung;537376.0;1;noun;female
457;Wettbewerb;535507.0;1;noun;male
458;Finale;534066.368000983;1;noun;neutral
459;Schutz;533517.0;1;noun;male
460;ziemlich;532506.749114985;1;adverb;
461;Stimme;532354.087618988;1;noun;female
462;plötzlich;531766.0;1;adverb;
463;Debatte;531728.080293012;1;noun;female
464;Suche;531381.576578878;1;noun;female
465;Israel;529755.0;1;noun;neutral
466;Vorschlag;529460.0;1;noun;male
467;Bernd;528282.0;1;noun;male
468;Republik;526688.858725014;1;noun;female
469;Spanien;525502.340909954;1;noun;neutral
470;Ansicht;524762.563047991;1;noun;female
471;Ball;523859.0;1;noun;male
472;nötig;523455.368739953;1;adjective;
473;Verbindung;523412.0;1;noun;female
